Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Size,Store_Location_City_Type,Store_Type,Store_Age,target
15.06,Regular,0.118,Fruits and Vegetables,132.98,OUT004,Medium,Tier 2,Supermarket Type2,17,3708.73
11.38,Low Sugar,0.125,Frozen Foods,175.82,OUT004,Medium,Tier 2,Supermarket Type2,17,3755.34
16.46,No Sugar,0.073,Health and Hygiene,126.51,OUT004,Medium,Tier 2,Supermarket Type2,17,3894.09
12.74,Low Sugar,0.058,Starchy Foods,112.05,OUT004,Medium,Tier 2,Supermarket Type2,17,2756.8
12.71,Regular,0.132,Starchy Foods,125.12,OUT004,Medium,Tier 2,Supermarket Type2,17,3018.01
11.37,Low Sugar,0.12,Fruits and Vegetables,106.48,OUT001,High,Tier 2,Supermarket Type1,39,3802.7
13.28,Low Sugar,0.072,Snack Foods,208.64,OUT001,High,Tier 2,Supermarket Type1,39,4854.85
10.56,Regular,0.151,Snack Foods,119.23,OUT001,High,Tier 2,Supermarket Type1,39,2411.64
12.65,No Sugar,0.038,Household,137.61,OUT004,Medium,Tier 2,Supermarket Type2,17,3258.76
13.52,Low Sugar,0.046,Hard Drinks,86.63,OUT001,High,Tier 2,Supermarket Type1,39,2413.77
12.89,Regular,0.047,Soft Drinks,151.99,OUT004,Medium,Tier 2,Supermarket Type2,17,3608.05
13.32,Low Sugar,0.092,Fruits and Vegetables,129.5,OUT004,Medium,Tier 2,Supermarket Type2,17,3245.63
8.72,Low Sugar,0.132,Meat,137.37,OUT001,High,Tier 2,Supermarket Type1,39,2366.22
8.29,Low Sugar,0.022,Soft Drinks,101.45,OUT002,Small,Tier 3,Food Mart,28,1533.69
10.77,No Sugar,0.091,Household,131.52,OUT004,Medium,Tier 2,Supermarket Type2,17,2709.24
11.09,Low Sugar,0.076,Breads,111.05,OUT001,High,Tier 2,Supermarket Type1,39,2363.7
9.79,No Sugar,0.043,Household,99.46,OUT002,Small,Tier 3,Food Mart,28,1832.68
13.53,Low Sugar,0.147,Canned,127.14,OUT004,Medium,Tier 2,Supermarket Type2,17,3244.05
10.99,Low Sugar,0.082,Snack Foods,98.81,OUT002,Small,Tier 3,Food Mart,28,2091.74
19.4,Low Sugar,0.059,Frozen Foods,152.22,OUT003,Medium,Tier 1,Departmental Store,27,5083.67
15.18,Regular,0.012,Snack Foods,162.05,OUT003,Medium,Tier 1,Departmental Store,27,4331.44
11.13,Low Sugar,0.065,Meat,123.74,OUT004,Medium,Tier 2,Supermarket Type2,17,2632.22
14.02,Low Sugar,0.021,Baking Goods,122.85,OUT004,Medium,Tier 2,Supermarket Type2,17,3267.26
8.53,Low Sugar,0.026,Snack Foods,104.58,OUT002,Small,Tier 3,Food Mart,28,1652.8
11.5,Low Sugar,0.025,Baking Goods,134.27,OUT004,Medium,Tier 2,Supermarket Type2,17,2931.39
11.23,Low Sugar,0.079,Snack Foods,124.94,OUT004,Medium,Tier 2,Supermarket Type2,17,2679.62
14.38,Regular,0.035,Breakfast,174.47,OUT003,Medium,Tier 1,Departmental Store,27,4404.59
11.16,Low Sugar,0.096,Meat,142.9,OUT004,Medium,Tier 2,Supermarket Type2,17,3032.16
14.03,Regular,0.048,Dairy,144.28,OUT004,Medium,Tier 2,Supermarket Type2,17,3708.97
11.58,No Sugar,0.09,Household,123.81,OUT004,Medium,Tier 2,Supermarket Type2,17,2735.03
12.24,Low Sugar,0.029,Fruits and Vegetables,194.68,OUT003,Medium,Tier 1,Departmental Store,27,4335.05
12.14,Low Sugar,0.035,Meat,111.69,OUT004,Medium,Tier 2,Supermarket Type2,17,2614.62
13.21,No Sugar,0.097,Household,144.52,OUT004,Medium,Tier 2,Supermarket Type2,17,3528.18
8.57,Low Sugar,0.112,Meat,111.78,OUT002,Small,Tier 3,Food Mart,28,1808.35
14.23,Low Sugar,0.079,Baking Goods,123.07,OUT004,Medium,Tier 2,Supermarket Type2,17,3320.06
10.01,Low Sugar,0.123,Dairy,142.25,OUT004,Medium,Tier 2,Supermarket Type2,17,2758.9
12.5,Low Sugar,0.03,Baking Goods,155.12,OUT004,Medium,Tier 2,Supermarket Type2,17,3583.24
14.68,Low Sugar,0.063,Meat,115.49,OUT004,Medium,Tier 2,Supermarket Type2,17,3266.3
15.62,Low Sugar,0.102,Snack Foods,200.97,OUT003,Medium,Tier 1,Departmental Store,27,5226.64
9.82,Low Sugar,0.045,Baking Goods,128.34,OUT001,High,Tier 2,Supermarket Type1,39,2431.05
9.63,Regular,0.035,Fruits and Vegetables,62.64,OUT002,Small,Tier 3,Food Mart,28,1044.19
11.52,Regular,0.023,Frozen Foods,177.78,OUT004,Medium,Tier 2,Supermarket Type2,17,3827.31
14.31,No Sugar,0.033,Health and Hygiene,151.97,OUT004,Medium,Tier 2,Supermarket Type2,17,3928.7
9.14,Low Sugar,0.098,Fruits and Vegetables,117.87,OUT002,Small,Tier 3,Food Mart,28,2061.73
13.17,Low Sugar,0.043,Dairy,119.91,OUT004,Medium,Tier 2,Supermarket Type2,17,3015.8
9.47,Regular,0.049,Snack Foods,142.76,OUT004,Medium,Tier 2,Supermarket Type2,17,2646.48
12.79,Low Sugar,0.036,Snack Foods,145.74,OUT004,Medium,Tier 2,Supermarket Type2,17,3457.71
13.41,Regular,0.086,Canned,138.12,OUT004,Medium,Tier 2,Supermarket Type2,17,3442.0
12.68,Low Sugar,0.058,Fruits and Vegetables,74.35,OUT002,Small,Tier 3,Food Mart,28,1971.33
14.85,Low Sugar,0.047,Dairy,138.58,OUT004,Medium,Tier 2,Supermarket Type2,17,3777.26
13.56,Low Sugar,0.184,Starchy Foods,136.92,OUT004,Medium,Tier 2,Supermarket Type2,17,3452.36
10.31,Low Sugar,0.07,Dairy,122.61,OUT001,High,Tier 2,Supermarket Type1,39,2423.71
16.73,Low Sugar,0.066,Dairy,166.21,OUT001,High,Tier 2,Supermarket Type1,39,4766.5
14.0,Regular,0.06,Fruits and Vegetables,170.11,OUT003,Medium,Tier 1,Departmental Store,27,4231.07
11.38,Low Sugar,0.025,Fruits and Vegetables,136.82,OUT004,Medium,Tier 2,Supermarket Type2,17,2957.77
14.8,Low Sugar,0.169,Frozen Foods,146.0,OUT004,Medium,Tier 2,Supermarket Type2,17,3918.17
9.16,Low Sugar,0.049,Frozen Foods,110.5,OUT002,Small,Tier 3,Food Mart,28,1915.79
13.79,Low Sugar,0.115,Starchy Foods,176.35,OUT003,Medium,Tier 1,Departmental Store,27,4309.23
10.99,No Sugar,0.012,Health and Hygiene,170.4,OUT004,Medium,Tier 2,Supermarket Type2,17,3556.0
13.01,Low Sugar,0.036,Frozen Foods,174.9,OUT001,High,Tier 2,Supermarket Type1,39,4104.27
14.73,Regular,0.019,Soft Drinks,150.93,OUT001,High,Tier 2,Supermarket Type1,39,4003.21
11.62,Low Sugar,0.059,Canned,144.32,OUT004,Medium,Tier 2,Supermarket Type2,17,3163.43
12.73,Low Sugar,0.027,Baking Goods,144.29,OUT004,Medium,Tier 2,Supermarket Type2,17,5462.86
14.09,No Sugar,0.036,Health and Hygiene,207.15,OUT003,Medium,Tier 1,Departmental Store,27,5007.99
12.52,Low Sugar,0.128,Snack Foods,136.44,OUT004,Medium,Tier 2,Supermarket Type2,17,3205.5
10.15,Low Sugar,0.032,Fruits and Vegetables,135.64,OUT004,Medium,Tier 2,Supermarket Type2,17,2653.52
11.07,Regular,0.102,Baking Goods,96.39,OUT002,Small,Tier 3,Food Mart,28,1756.35
14.09,Low Sugar,0.151,Canned,169.31,OUT003,Medium,Tier 1,Departmental Store,27,4234.89
15.32,Low Sugar,0.078,Dairy,173.06,OUT001,High,Tier 2,Supermarket Type1,39,4587.7
13.19,Low Sugar,0.047,Dairy,113.67,OUT004,Medium,Tier 2,Supermarket Type2,17,2892.56
14.61,Low Sugar,0.094,Snack Foods,165.52,OUT003,Medium,Tier 1,Departmental Store,27,5720.28
14.08,Low Sugar,0.142,Dairy,160.08,OUT001,High,Tier 2,Supermarket Type1,39,4043.53
10.56,Regular,0.009,Dairy,106.88,OUT002,Small,Tier 3,Food Mart,28,2158.29
14.08,No Sugar,0.048,Health and Hygiene,121.62,OUT004,Medium,Tier 2,Supermarket Type2,17,3256.49
12.72,Regular,0.054,Snack Foods,186.18,OUT003,Medium,Tier 1,Departmental Store,27,4269.08
14.55,Regular,0.092,Fruits and Vegetables,197.58,OUT001,High,Tier 2,Supermarket Type1,39,4917.22
15.47,Low Sugar,0.094,Fruits and Vegetables,152.2,OUT001,High,Tier 2,Supermarket Type1,39,4195.95
10.98,Regular,0.031,Snack Foods,168.61,OUT004,Medium,Tier 2,Supermarket Type2,17,3515.83
10.52,Low Sugar,0.044,Baking Goods,87.07,OUT002,Small,Tier 3,Food Mart,28,1745.42
14.23,Low Sugar,0.046,Snack Foods,107.34,OUT004,Medium,Tier 2,Supermarket Type2,17,2997.33
14.19,Low Sugar,0.08,Fruits and Vegetables,143.34,OUT004,Medium,Tier 2,Supermarket Type2,17,3724.87
15.15,Low Sugar,0.048,Fruits and Vegetables,178.89,OUT001,High,Tier 2,Supermarket Type1,39,4669.85
12.47,No Sugar,0.017,Health and Hygiene,174.78,OUT004,Medium,Tier 2,Supermarket Type2,17,3980.71
15.0,Regular,0.016,Fruits and Vegetables,164.02,OUT003,Medium,Tier 1,Departmental Store,27,4331.07
14.64,Low Sugar,0.074,Snack Foods,200.85,OUT001,High,Tier 2,Supermarket Type1,39,2626.61
7.69,No Sugar,0.025,Household,111.11,OUT002,Small,Tier 3,Food Mart,28,1597.6
15.58,Regular,0.046,Frozen Foods,186.63,OUT001,High,Tier 2,Supermarket Type1,39,4924.65
11.0,No Sugar,0.038,Household,139.71,OUT004,Medium,Tier 2,Supermarket Type2,17,2929.3
13.4,No Sugar,0.024,Household,101.68,OUT004,Medium,Tier 2,Supermarket Type2,17,2694.77
16.69,Low Sugar,0.083,Frozen Foods,200.25,OUT003,Medium,Tier 1,Departmental Store,27,5455.22
13.83,No Sugar,0.1,Health and Hygiene,134.77,OUT004,Medium,Tier 2,Supermarket Type2,17,3469.51
10.94,Low Sugar,0.074,Canned,157.78,OUT004,Medium,Tier 2,Supermarket Type2,17,3286.41
10.32,No Sugar,0.09,Household,151.9,OUT004,Medium,Tier 2,Supermarket Type2,17,3026.48
12.45,Low Sugar,0.045,Frozen Foods,143.25,OUT004,Medium,Tier 2,Supermarket Type2,17,3328.99
16.97,Regular,0.057,Baking Goods,155.79,OUT001,High,Tier 2,Supermarket Type1,39,4609.26
12.27,Regular,0.047,Dairy,115.22,OUT004,Medium,Tier 2,Supermarket Type2,17,2714.93
13.86,Low Sugar,0.061,Soft Drinks,152.03,OUT004,Medium,Tier 2,Supermarket Type2,17,3827.48
14.0,No Sugar,0.066,Household,136.94,OUT004,Medium,Tier 2,Supermarket Type2,17,3551.29
11.47,Low Sugar,0.049,Canned,157.96,OUT004,Medium,Tier 2,Supermarket Type2,17,3410.0
14.32,Low Sugar,0.058,Meat,156.33,OUT001,High,Tier 2,Supermarket Type1,39,4020.89
10.79,Low Sugar,0.022,Snack Foods,134.34,OUT004,Medium,Tier 2,Supermarket Type2,17,2773.15
15.11,Regular,0.053,Snack Foods,183.43,OUT001,High,Tier 2,Supermarket Type1,39,4752.54
12.77,Low Sugar,0.081,Snack Foods,146.32,OUT004,Medium,Tier 2,Supermarket Type2,17,3466.02
12.03,No Sugar,0.02,Health and Hygiene,95.47,OUT002,Small,Tier 3,Food Mart,28,2256.39
16.07,Low Sugar,0.03,Baking Goods,189.89,OUT003,Medium,Tier 1,Departmental Store,27,5102.49
13.05,Regular,0.015,Frozen Foods,145.06,OUT004,Medium,Tier 2,Supermarket Type2,17,3501.91
13.14,Low Sugar,0.131,Canned,170.49,OUT001,High,Tier 2,Supermarket Type1,39,4043.7
13.8,Low Sugar,0.021,Canned,130.88,OUT004,Medium,Tier 2,Supermarket Type2,17,3381.43
15.42,Regular,0.021,Frozen Foods,187.03,OUT001,High,Tier 2,Supermarket Type1,39,4897.07
18.94,Low Sugar,0.128,Soft Drinks,194.74,OUT003,Medium,Tier 1,Departmental Store,27,5851.43
12.06,Low Sugar,0.058,Breads,131.64,OUT004,Medium,Tier 2,Supermarket Type2,17,3004.58
15.44,Low Sugar,0.122,Fruits and Vegetables,154.64,OUT002,Small,Tier 3,Food Mart,28,1555.51
16.45,Low Sugar,0.052,Meat,173.16,OUT003,Medium,Tier 1,Departmental Store,27,4846.35
11.17,No Sugar,0.044,Household,122.37,OUT004,Medium,Tier 2,Supermarket Type2,17,2613.04
13.16,Low Sugar,0.031,Snack Foods,178.14,OUT003,Medium,Tier 1,Departmental Store,27,4203.34
10.21,Regular,0.026,Fruits and Vegetables,88.16,OUT002,Small,Tier 3,Food Mart,28,1697.43
12.56,Low Sugar,0.023,Meat,134.11,OUT004,Medium,Tier 2,Supermarket Type2,17,3167.84
10.71,Low Sugar,0.026,Baking Goods,152.1,OUT004,Medium,Tier 2,Supermarket Type2,17,3117.95
15.45,No Sugar,0.029,Health and Hygiene,216.55,OUT003,Medium,Tier 1,Departmental Store,27,5507.07
12.75,Low Sugar,0.038,Meat,103.29,OUT004,Medium,Tier 2,Supermarket Type2,17,2579.95
12.76,No Sugar,0.118,Household,132.28,OUT004,Medium,Tier 2,Supermarket Type2,17,3175.12
10.81,Regular,0.04,Frozen Foods,117.47,OUT001,High,Tier 2,Supermarket Type1,39,2433.02
13.54,Regular,0.084,Fruits and Vegetables,157.19,OUT004,Medium,Tier 2,Supermarket Type2,17,3860.77
16.69,Low Sugar,0.077,Soft Drinks,181.39,OUT003,Medium,Tier 1,Departmental Store,27,5068.61
12.56,No Sugar,0.042,Household,141.34,OUT004,Medium,Tier 2,Supermarket Type2,17,4922.38
10.34,Low Sugar,0.052,Dairy,163.11,OUT004,Medium,Tier 2,Supermarket Type2,17,3885.82
12.85,Low Sugar,0.038,Seafood,124.41,OUT004,Medium,Tier 2,Supermarket Type2,17,3035.36
9.58,Low Sugar,0.133,Baking Goods,142.33,OUT004,Medium,Tier 2,Supermarket Type2,17,2661.65
12.16,Regular,0.112,Dairy,129.54,OUT004,Medium,Tier 2,Supermarket Type2,17,2984.59
9.34,Low Sugar,0.023,Fruits and Vegetables,148.52,OUT004,Medium,Tier 2,Supermarket Type2,17,2734.26
12.5,Regular,0.216,Snack Foods,144.93,OUT004,Medium,Tier 2,Supermarket Type2,17,3376.61
9.73,Low Sugar,0.018,Meat,141.48,OUT004,Medium,Tier 2,Supermarket Type2,17,2680.13
8.91,Regular,0.026,Canned,132.93,OUT001,High,Tier 2,Supermarket Type1,39,2318.55
17.54,Low Sugar,0.012,Soft Drinks,217.37,OUT003,Medium,Tier 1,Departmental Store,27,5995.91
12.71,Low Sugar,0.136,Starchy Foods,134.76,OUT004,Medium,Tier 2,Supermarket Type2,17,3216.12
13.75,Regular,0.079,Starchy Foods,114.59,OUT004,Medium,Tier 2,Supermarket Type2,17,3036.96
11.89,No Sugar,0.11,Health and Hygiene,110.23,OUT004,Medium,Tier 2,Supermarket Type2,17,3204.21
15.81,Low Sugar,0.172,Meat,124.71,OUT004,Medium,Tier 2,Supermarket Type2,17,3710.66
15.27,Regular,0.038,Baking Goods,168.12,OUT003,Medium,Tier 1,Departmental Store,27,4475.83
12.72,Regular,0.068,Meat,134.18,OUT004,Medium,Tier 2,Supermarket Type2,17,3205.09
15.74,Regular,0.17,Frozen Foods,172.77,OUT001,High,Tier 2,Supermarket Type1,39,4678.07
13.17,Low Sugar,0.055,Soft Drinks,168.8,OUT001,High,Tier 2,Supermarket Type1,39,4015.24
12.68,Low Sugar,0.017,Snack Foods,102.94,OUT004,Medium,Tier 2,Supermarket Type2,17,2556.84
12.5,Low Sugar,0.063,Frozen Foods,163.97,OUT004,Medium,Tier 2,Supermarket Type2,17,3765.35
9.77,Low Sugar,0.125,Canned,133.15,OUT004,Medium,Tier 2,Supermarket Type2,17,2518.7
14.54,No Sugar,0.017,Health and Hygiene,169.96,OUT003,Medium,Tier 1,Departmental Store,27,4350.0
11.93,Regular,0.055,Dairy,142.75,OUT004,Medium,Tier 2,Supermarket Type2,17,3202.1
12.92,Low Sugar,0.052,Dairy,129.27,OUT004,Medium,Tier 2,Supermarket Type2,17,3150.33
14.51,Low Sugar,0.067,Frozen Foods,182.65,OUT001,High,Tier 2,Supermarket Type1,39,4600.85
15.78,Low Sugar,0.007,Meat,183.84,OUT001,High,Tier 2,Supermarket Type1,39,4913.85
12.14,Regular,0.047,Fruits and Vegetables,132.51,OUT004,Medium,Tier 2,Supermarket Type2,17,3041.1
16.59,Low Sugar,0.174,Fruits and Vegetables,175.62,OUT003,Medium,Tier 1,Departmental Store,27,4928.88
10.42,No Sugar,0.034,Health and Hygiene,123.46,OUT001,High,Tier 2,Supermarket Type1,39,2466.05
15.73,No Sugar,0.035,Household,180.51,OUT001,High,Tier 2,Supermarket Type1,39,4834.18
14.69,Low Sugar,0.076,Dairy,171.16,OUT003,Medium,Tier 1,Departmental Store,27,4407.9
15.36,No Sugar,0.056,Health and Hygiene,187.11,OUT001,High,Tier 2,Supermarket Type1,39,2389.37
9.76,Low Sugar,0.07,Snack Foods,153.64,OUT004,Medium,Tier 2,Supermarket Type2,17,2934.21
9.2,Low Sugar,0.136,Canned,66.56,OUT002,Small,Tier 3,Food Mart,28,1025.57
15.36,No Sugar,0.073,Health and Hygiene,206.63,OUT003,Medium,Tier 1,Departmental Store,27,5283.68
17.55,Low Sugar,0.058,Soft Drinks,209.8,OUT003,Medium,Tier 1,Departmental Store,27,5845.17
15.66,Low Sugar,0.075,Fruits and Vegetables,175.18,OUT001,High,Tier 2,Supermarket Type1,39,4708.78
10.59,No Sugar,0.136,Household,173.42,OUT004,Medium,Tier 2,Supermarket Type2,17,3526.79
11.3,Low Sugar,0.282,Baking Goods,173.55,OUT004,Medium,Tier 2,Supermarket Type2,17,3690.66
9.15,Regular,0.106,Hard Drinks,104.7,OUT002,Small,Tier 3,Food Mart,28,1795.31
8.06,Low Sugar,0.049,Fruits and Vegetables,129.72,OUT002,Small,Tier 3,Food Mart,28,2059.98
15.41,Low Sugar,0.116,Dairy,181.24,OUT001,High,Tier 2,Supermarket Type1,39,4776.76
14.27,Low Sugar,0.01,Snack Foods,184.71,OUT001,High,Tier 2,Supermarket Type1,39,4590.05
12.51,Regular,0.153,Dairy,142.92,OUT004,Medium,Tier 2,Supermarket Type2,17,3337.19
15.17,Regular,0.092,Meat,182.35,OUT001,High,Tier 2,Supermarket Type1,39,4744.18
14.33,Low Sugar,0.076,Dairy,180.41,OUT001,High,Tier 2,Supermarket Type1,39,4516.09
17.64,Low Sugar,0.024,Canned,188.22,OUT003,Medium,Tier 1,Departmental Store,27,5422.65
13.47,Low Sugar,0.123,Dairy,169.15,OUT001,High,Tier 2,Supermarket Type1,39,4089.79
14.51,Regular,0.055,Frozen Foods,139.9,OUT004,Medium,Tier 2,Supermarket Type2,17,3726.7
13.85,Regular,0.033,Meat,159.07,OUT004,Medium,Tier 2,Supermarket Type2,17,3969.81
12.79,Low Sugar,0.036,Frozen Foods,162.67,OUT004,Medium,Tier 2,Supermarket Type2,17,3804.06
11.46,Low Sugar,0.03,Fruits and Vegetables,154.19,OUT004,Medium,Tier 2,Supermarket Type2,17,3331.33
10.63,Low Sugar,0.015,Dairy,130.63,OUT004,Medium,Tier 2,Supermarket Type2,17,2660.71
13.53,Low Sugar,0.038,Meat,130.74,OUT004,Medium,Tier 2,Supermarket Type2,17,3317.51
12.51,Regular,0.098,Fruits and Vegetables,160.26,OUT004,Medium,Tier 2,Supermarket Type2,17,3692.39
11.8,Low Sugar,0.064,Fruits and Vegetables,139.51,OUT004,Medium,Tier 2,Supermarket Type2,17,3107.73
11.17,Low Sugar,0.076,Snack Foods,132.94,OUT004,Medium,Tier 2,Supermarket Type2,17,2830.8
15.28,No Sugar,0.061,Household,179.62,OUT001,High,Tier 2,Supermarket Type1,39,4714.58
11.15,No Sugar,0.035,Household,204.67,OUT001,High,Tier 2,Supermarket Type1,39,4532.81
11.35,Low Sugar,0.111,Baking Goods,90.63,OUT002,Small,Tier 3,Food Mart,28,2004.7
10.76,Low Sugar,0.007,Baking Goods,171.82,OUT004,Medium,Tier 2,Supermarket Type2,17,3532.18
10.49,Low Sugar,0.016,Snack Foods,142.38,OUT004,Medium,Tier 2,Supermarket Type2,17,2868.18
16.9,Low Sugar,0.28,Baking Goods,179.19,OUT003,Medium,Tier 1,Departmental Store,27,5072.25
8.04,No Sugar,0.077,Health and Hygiene,101.64,OUT002,Small,Tier 3,Food Mart,28,1481.58
13.97,Low Sugar,0.142,Soft Drinks,142.2,OUT004,Medium,Tier 2,Supermarket Type2,17,3651.46
9.46,Regular,0.026,Frozen Foods,163.09,OUT004,Medium,Tier 2,Supermarket Type2,17,3061.18
16.15,Regular,0.185,Canned,168.51,OUT001,High,Tier 2,Supermarket Type1,39,4684.13
12.02,Regular,0.089,Frozen Foods,153.28,OUT004,Medium,Tier 2,Supermarket Type2,17,3438.3
13.53,Low Sugar,0.057,Fruits and Vegetables,128.73,OUT004,Medium,Tier 2,Supermarket Type2,17,3278.08
14.09,Low Sugar,0.097,Snack Foods,206.9,OUT003,Medium,Tier 1,Departmental Store,27,5003.35
11.1,Regular,0.028,Frozen Foods,113.17,OUT001,High,Tier 2,Supermarket Type1,39,4810.31
11.21,Low Sugar,0.048,Fruits and Vegetables,166.96,OUT004,Medium,Tier 2,Supermarket Type2,17,3535.15
14.69,Low Sugar,0.031,Dairy,151.12,OUT004,Medium,Tier 2,Supermarket Type2,17,3997.94
12.01,Regular,0.077,Fruits and Vegetables,142.55,OUT004,Medium,Tier 2,Supermarket Type2,17,3216.78
13.39,Regular,0.072,Baking Goods,125.38,OUT004,Medium,Tier 2,Supermarket Type2,17,3177.17
12.53,Low Sugar,0.042,Dairy,165.88,OUT004,Medium,Tier 2,Supermarket Type2,17,3811.02
11.41,Low Sugar,0.059,Frozen Foods,146.17,OUT004,Medium,Tier 2,Supermarket Type2,17,3153.86
10.13,No Sugar,0.015,Household,135.17,OUT004,Medium,Tier 2,Supermarket Type2,17,2639.89
11.91,Low Sugar,0.045,Dairy,129.12,OUT004,Medium,Tier 2,Supermarket Type2,17,2919.63
14.22,No Sugar,0.048,Household,141.09,OUT004,Medium,Tier 2,Supermarket Type2,17,3687.04
9.06,Low Sugar,0.027,Canned,152.67,OUT004,Medium,Tier 2,Supermarket Type2,17,2757.64
10.98,Low Sugar,0.168,Meat,115.45,OUT001,High,Tier 2,Supermarket Type1,39,2428.1
14.43,Low Sugar,0.075,Snack Foods,142.59,OUT004,Medium,Tier 2,Supermarket Type2,17,3763.97
12.15,Low Sugar,0.098,Meat,207.69,OUT001,High,Tier 2,Supermarket Type1,39,4580.51
8.59,Regular,0.061,Meat,118.84,OUT002,Small,Tier 3,Food Mart,28,1958.5
13.61,Regular,0.081,Canned,162.05,OUT004,Medium,Tier 2,Supermarket Type2,17,3976.96
14.79,No Sugar,0.144,Health and Hygiene,128.07,OUT004,Medium,Tier 2,Supermarket Type2,17,3547.76
12.51,Low Sugar,0.093,Hard Drinks,172.55,OUT004,Medium,Tier 2,Supermarket Type2,17,3942.89
13.15,Regular,0.007,Frozen Foods,140.49,OUT004,Medium,Tier 2,Supermarket Type2,17,3431.81
10.78,No Sugar,0.018,Health and Hygiene,138.62,OUT004,Medium,Tier 2,Supermarket Type2,17,2857.3
13.58,No Sugar,0.051,Household,90.16,OUT004,Medium,Tier 2,Supermarket Type2,17,2500.02
10.5,Low Sugar,0.14,Baking Goods,106.26,OUT002,Small,Tier 3,Food Mart,28,2131.75
13.39,No Sugar,0.022,Others,153.93,OUT004,Medium,Tier 2,Supermarket Type2,17,3760.81
14.94,Low Sugar,0.053,Fruits and Vegetables,177.84,OUT001,High,Tier 2,Supermarket Type1,39,4942.52
11.47,Low Sugar,0.058,Meat,178.4,OUT004,Medium,Tier 2,Supermarket Type2,17,3827.72
14.97,Low Sugar,0.015,Fruits and Vegetables,150.82,OUT001,High,Tier 2,Supermarket Type1,39,4054.55
11.89,No Sugar,0.156,Household,131.49,OUT004,Medium,Tier 2,Supermarket Type2,17,2963.71
10.29,No Sugar,0.174,Health and Hygiene,100.03,OUT002,Small,Tier 3,Food Mart,28,1957.85
13.89,Low Sugar,0.064,Soft Drinks,123.74,OUT004,Medium,Tier 2,Supermarket Type2,17,3255.41
14.67,Regular,0.095,Baking Goods,123.96,OUT004,Medium,Tier 2,Supermarket Type2,17,3437.71
10.47,No Sugar,0.014,Household,138.12,OUT004,Medium,Tier 2,Supermarket Type2,17,2778.17
13.75,Low Sugar,0.061,Fruits and Vegetables,164.34,OUT001,High,Tier 2,Supermarket Type1,39,4055.47
10.54,Regular,0.033,Meat,158.75,OUT004,Medium,Tier 2,Supermarket Type2,17,3215.21
13.68,Low Sugar,0.041,Hard Drinks,196.53,OUT001,High,Tier 2,Supermarket Type1,39,4697.71
14.66,Low Sugar,0.066,Seafood,193.33,OUT003,Medium,Tier 1,Departmental Store,27,5047.32
10.02,Low Sugar,0.022,Snack Foods,119.78,OUT001,High,Tier 2,Supermarket Type1,39,2300.58
11.76,Regular,0.093,Canned,169.01,OUT002,Small,Tier 3,Food Mart,28,536.2
13.94,Low Sugar,0.147,Canned,158.27,OUT004,Medium,Tier 2,Supermarket Type2,17,3974.5
11.4,Low Sugar,0.066,Fruits and Vegetables,183.68,OUT004,Medium,Tier 2,Supermarket Type2,17,3919.07
11.24,Regular,0.071,Frozen Foods,153.15,OUT004,Medium,Tier 2,Supermarket Type2,17,3258.06
10.77,Low Sugar,0.104,Fruits and Vegetables,114.96,OUT001,High,Tier 2,Supermarket Type1,39,2371.56
12.48,Low Sugar,0.076,Canned,179.08,OUT001,High,Tier 2,Supermarket Type1,39,4069.64
13.7,No Sugar,0.16,Health and Hygiene,184.37,OUT003,Medium,Tier 1,Departmental Store,27,4453.75
15.64,Low Sugar,0.016,Frozen Foods,155.88,OUT003,Medium,Tier 1,Departmental Store,27,4310.03
9.05,Low Sugar,0.073,Fruits and Vegetables,106.63,OUT002,Small,Tier 3,Food Mart,28,1812.02
12.97,Low Sugar,0.119,Snack Foods,148.91,OUT004,Medium,Tier 2,Supermarket Type2,17,3563.77
15.89,Low Sugar,0.073,Baking Goods,141.69,OUT001,High,Tier 2,Supermarket Type1,39,4074.94
13.71,Low Sugar,0.175,Dairy,123.9,OUT004,Medium,Tier 2,Supermarket Type2,17,3218.7
14.3,No Sugar,0.037,Household,121.43,OUT004,Medium,Tier 2,Supermarket Type2,17,3300.95
11.82,Regular,0.047,Meat,76.55,OUT002,Small,Tier 3,Food Mart,28,1823.47
12.48,Low Sugar,0.026,Frozen Foods,99.54,OUT001,High,Tier 2,Supermarket Type1,39,2442.86
12.29,No Sugar,0.123,Household,159.9,OUT004,Medium,Tier 2,Supermarket Type2,17,3633.8
8.95,Regular,0.016,Baking Goods,108.2,OUT002,Small,Tier 3,Food Mart,28,1821.4
9.84,Low Sugar,0.111,Frozen Foods,106.15,OUT002,Small,Tier 3,Food Mart,28,1982.25
15.96,No Sugar,0.08,Health and Hygiene,176.87,OUT001,High,Tier 2,Supermarket Type1,39,4810.74
14.39,Regular,0.033,Soft Drinks,180.9,OUT001,High,Tier 2,Supermarket Type1,39,4537.94
14.26,Regular,0.026,Meat,181.37,OUT001,High,Tier 2,Supermarket Type1,39,4519.54
9.11,No Sugar,0.054,Household,123.37,OUT002,Small,Tier 3,Food Mart,28,2167.55
12.16,Low Sugar,0.017,Meat,123.61,OUT004,Medium,Tier 2,Supermarket Type2,17,2862.12
10.36,Regular,0.089,Frozen Foods,138.92,OUT004,Medium,Tier 2,Supermarket Type2,17,2768.51
