Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total,Store_Age
11.37,Low Sugar,0.095,Canned,150.55,OUT004,Medium,Tier 2,Supermarket Type2,3235.51,17
13.28,No Sugar,0.042,Health and Hygiene,167.77,OUT001,High,Tier 2,Supermarket Type1,4019.19,39
10.54,Regular,0.04,Soft Drinks,111.83,OUT002,Small,Tier 3,Food Mart,2255.06,28
14.09,Regular,0.015,Fruits and Vegetables,121.85,OUT004,Medium,Tier 2,Supermarket Type2,3263.25,17
10.95,Low Sugar,0.038,Meat,102.71,OUT002,Small,Tier 3,Food Mart,2160.49,28
17.39,Low Sugar,0.073,Fruits and Vegetables,175.5,OUT003,Medium,Tier 1,Departmental Store,5106.04,27
14.5,Regular,0.026,Soft Drinks,146.7,OUT004,Medium,Tier 2,Supermarket Type2,3864.66,17
12.67,No Sugar,0.046,Health and Hygiene,175.83,OUT001,High,Tier 2,Supermarket Type1,4045.46,39
15.18,Low Sugar,0.027,Fruits and Vegetables,155.91,OUT003,Medium,Tier 1,Departmental Store,4206.35,27
10.22,Low Sugar,0.075,Baking Goods,108.72,OUT002,Small,Tier 3,Food Mart,2118.53,28
13.23,Regular,0.072,Breakfast,150.16,OUT004,Medium,Tier 2,Supermarket Type2,3647.96,17
11.84,Low Sugar,0.036,Fruits and Vegetables,133.55,OUT004,Medium,Tier 2,Supermarket Type2,2993.91,17
11.68,Low Sugar,0.067,Meat,185.12,OUT001,High,Tier 2,Supermarket Type1,4011.75,39
11.35,Low Sugar,0.026,Dairy,132.6,OUT004,Medium,Tier 2,Supermarket Type2,2864.34,17
13.72,No Sugar,0.056,Health and Hygiene,142.14,OUT004,Medium,Tier 2,Supermarket Type2,3594.15,17
16.32,Low Sugar,0.033,Snack Foods,173.95,OUT001,High,Tier 2,Supermarket Type1,4833.88,39
13.23,Low Sugar,0.067,Frozen Foods,167.14,OUT004,Medium,Tier 2,Supermarket Type2,3996.13,17
13.63,Low Sugar,0.147,Fruits and Vegetables,157.43,OUT004,Medium,Tier 2,Supermarket Type2,3887.29,17
17.24,Low Sugar,0.017,Snack Foods,140.86,OUT003,Medium,Tier 1,Departmental Store,4363.63,27
14.42,No Sugar,0.017,Household,204.31,OUT003,Medium,Tier 1,Departmental Store,5023.75,27
14.73,Low Sugar,0.027,Snack Foods,139.42,OUT004,Medium,Tier 2,Supermarket Type2,3767.94,17
14.28,Regular,0.095,Snack Foods,190.26,OUT001,High,Tier 2,Supermarket Type1,4704.78,39
14.62,Low Sugar,0.095,Canned,190.76,OUT001,High,Tier 2,Supermarket Type1,4793.05,39
12.25,Low Sugar,0.128,Canned,177.4,OUT004,Medium,Tier 2,Supermarket Type2,3983.5,17
13.44,Regular,0.036,Hard Drinks,132.58,OUT004,Medium,Tier 2,Supermarket Type2,3335.18,17
13.08,Low Sugar,0.044,Frozen Foods,114.66,OUT004,Medium,Tier 2,Supermarket Type2,2888.39,17
14.7,Low Sugar,0.137,Dairy,159.86,OUT001,High,Tier 2,Supermarket Type1,4177.6,39
11.54,Regular,0.06,Fruits and Vegetables,140.71,OUT004,Medium,Tier 2,Supermarket Type2,3071.94,17
14.18,Regular,0.144,Frozen Foods,161.28,OUT001,High,Tier 2,Supermarket Type1,4090.87,39
11.27,Low Sugar,0.124,Canned,147.12,OUT004,Medium,Tier 2,Supermarket Type2,3143.52,17
13.61,Low Sugar,0.026,Canned,108.18,OUT002,Small,Tier 3,Food Mart,1338.06,28
11.97,Low Sugar,0.047,Frozen Foods,142.36,OUT004,Medium,Tier 2,Supermarket Type2,3202.54,17
10.56,Low Sugar,0.038,Frozen Foods,97.45,OUT002,Small,Tier 3,Food Mart,1966.72,28
10.18,Low Sugar,0.103,Seafood,135.38,OUT004,Medium,Tier 2,Supermarket Type2,2656.36,17
11.53,Low Sugar,0.02,Snack Foods,119.91,OUT004,Medium,Tier 2,Supermarket Type2,2644.95,17
11.94,Regular,0.117,Frozen Foods,176.27,OUT004,Medium,Tier 2,Supermarket Type2,3889.88,17
11.57,No Sugar,0.022,Household,133.82,OUT004,Medium,Tier 2,Supermarket Type2,2938.28,17
13.8,No Sugar,0.014,Health and Hygiene,129.59,OUT004,Medium,Tier 2,Supermarket Type2,3355.85,17
10.68,Regular,0.083,Baking Goods,146.21,OUT004,Medium,Tier 2,Supermarket Type2,2990.7,17
10.38,No Sugar,0.089,Health and Hygiene,112.11,OUT002,Small,Tier 3,Food Mart,2224.89,28
12.21,Regular,0.07,Fruits and Vegetables,135.67,OUT004,Medium,Tier 2,Supermarket Type2,3121.07,17
10.96,Low Sugar,0.109,Dairy,130.68,OUT004,Medium,Tier 2,Supermarket Type2,2737.2,17
10.1,Low Sugar,0.07,Fruits and Vegetables,131.73,OUT004,Medium,Tier 2,Supermarket Type2,2563.13,17
11.35,Low Sugar,0.071,Frozen Foods,174.11,OUT004,Medium,Tier 2,Supermarket Type2,3712.26,17
11.51,Low Sugar,0.077,Dairy,92.61,OUT002,Small,Tier 3,Food Mart,2081.81,28
14.67,Low Sugar,0.116,Dairy,164.12,OUT003,Medium,Tier 1,Departmental Store,4259.8,27
11.51,Regular,0.023,Frozen Foods,138.15,OUT004,Medium,Tier 2,Supermarket Type2,3012.68,17
11.97,Low Sugar,0.004,Frozen Foods,116.15,OUT004,Medium,Tier 2,Supermarket Type2,2666.55,17
12.03,Regular,0.026,Frozen Foods,129.03,OUT004,Medium,Tier 2,Supermarket Type2,2943.15,17
12.43,Regular,0.154,Snack Foods,166.96,OUT004,Medium,Tier 2,Supermarket Type2,3811.47,17
16.59,Low Sugar,0.174,Fruits and Vegetables,175.62,OUT003,Medium,Tier 1,Departmental Store,4928.88,27
14.63,Low Sugar,0.035,Snack Foods,179.0,OUT001,High,Tier 2,Supermarket Type1,4553.24,39
11.59,Low Sugar,0.055,Snack Foods,141.64,OUT004,Medium,Tier 2,Supermarket Type2,3102.56,17
12.49,Low Sugar,0.026,Snack Foods,116.15,OUT004,Medium,Tier 2,Supermarket Type2,2784.84,17
13.58,Low Sugar,0.153,Fruits and Vegetables,138.25,OUT004,Medium,Tier 2,Supermarket Type2,3482.4,17
14.87,No Sugar,0.103,Health and Hygiene,217.23,OUT003,Medium,Tier 1,Departmental Store,5391.61,27
13.32,No Sugar,0.049,Household,113.27,OUT004,Medium,Tier 2,Supermarket Type2,2913.55,17
11.29,No Sugar,0.058,Others,142.82,OUT004,Medium,Tier 2,Supermarket Type2,3059.34,17
8.56,Regular,0.061,Frozen Foods,91.13,OUT002,Small,Tier 3,Food Mart,1383.42,28
14.0,Low Sugar,0.058,Canned,111.14,OUT004,Medium,Tier 2,Supermarket Type2,3024.45,17
15.07,Low Sugar,0.043,Meat,135.09,OUT004,Medium,Tier 2,Supermarket Type2,3754.54,17
13.24,Low Sugar,0.072,Snack Foods,154.53,OUT004,Medium,Tier 2,Supermarket Type2,3739.65,17
13.01,Low Sugar,0.023,Snack Foods,181.93,OUT003,Medium,Tier 1,Departmental Store,4247.64,27
14.64,Low Sugar,0.012,Frozen Foods,153.73,OUT001,High,Tier 2,Supermarket Type1,4039.14,39
11.84,Regular,0.023,Meat,113.2,OUT004,Medium,Tier 2,Supermarket Type2,2576.44,17
13.46,Low Sugar,0.028,Frozen Foods,217.36,OUT003,Medium,Tier 1,Departmental Store,5075.08,27
11.59,Regular,0.024,Canned,108.4,OUT001,High,Tier 2,Supermarket Type1,2422.4,39
13.5,Low Sugar,0.013,Breakfast,184.48,OUT003,Medium,Tier 1,Departmental Store,4410.43,27
15.73,No Sugar,0.035,Household,180.51,OUT001,High,Tier 2,Supermarket Type1,4834.18,39
13.14,Low Sugar,0.022,Fruits and Vegetables,158.42,OUT004,Medium,Tier 2,Supermarket Type2,3796.48,17
8.82,Low Sugar,0.083,Dairy,138.88,OUT001,High,Tier 2,Supermarket Type1,2420.03,39
13.59,Regular,0.039,Canned,133.49,OUT004,Medium,Tier 2,Supermarket Type2,3388.09,17
14.26,Regular,0.065,Frozen Foods,164.81,OUT001,High,Tier 2,Supermarket Type1,4180.58,39
14.35,Low Sugar,0.018,Meat,129.25,OUT004,Medium,Tier 2,Supermarket Type2,3473.57,17
11.58,Low Sugar,0.019,Soft Drinks,103.05,OUT001,High,Tier 2,Supermarket Type1,2310.65,39
13.94,Low Sugar,0.011,Snack Foods,122.09,OUT004,Medium,Tier 2,Supermarket Type2,3234.32,17
10.08,Low Sugar,0.03,Frozen Foods,67.18,OUT002,Small,Tier 3,Food Mart,1237.95,28
10.86,No Sugar,0.07,Health and Hygiene,153.36,OUT004,Medium,Tier 2,Supermarket Type2,3176.76,17
14.22,No Sugar,0.048,Household,141.09,OUT004,Medium,Tier 2,Supermarket Type2,3687.04,17
11.73,No Sugar,0.059,Health and Hygiene,168.41,OUT004,Medium,Tier 2,Supermarket Type2,3681.62,17
14.91,Low Sugar,0.073,Baking Goods,209.66,OUT003,Medium,Tier 1,Departmental Store,5245.16,27
13.62,Low Sugar,0.097,Dairy,154.13,OUT004,Medium,Tier 2,Supermarket Type2,3817.08,17
13.29,Regular,0.017,Dairy,110.55,OUT003,Medium,Tier 1,Departmental Store,6578.85,27
11.49,No Sugar,0.016,Health and Hygiene,165.5,OUT004,Medium,Tier 2,Supermarket Type2,3568.94,17
14.28,No Sugar,0.184,Health and Hygiene,177.12,OUT003,Medium,Tier 1,Departmental Store,4316.05,27
14.84,Low Sugar,0.069,Baking Goods,171.47,OUT003,Medium,Tier 1,Departmental Store,4447.81,27
14.0,Low Sugar,0.039,Dairy,197.4,OUT001,High,Tier 2,Supermarket Type1,4788.51,39
14.64,No Sugar,0.023,Household,176.9,OUT001,High,Tier 2,Supermarket Type1,4514.09,39
12.01,Regular,0.077,Fruits and Vegetables,142.55,OUT004,Medium,Tier 2,Supermarket Type2,3216.78,17
10.98,Low Sugar,0.056,Canned,142.0,OUT004,Medium,Tier 2,Supermarket Type2,2972.41,17
10.97,Low Sugar,0.033,Seafood,141.62,OUT004,Medium,Tier 2,Supermarket Type2,2961.6,17
13.36,Low Sugar,0.022,Frozen Foods,151.78,OUT004,Medium,Tier 2,Supermarket Type2,3064.36,17
17.55,Low Sugar,0.058,Soft Drinks,209.8,OUT003,Medium,Tier 1,Departmental Store,5845.17,27
12.01,Low Sugar,0.094,Frozen Foods,116.6,OUT003,Medium,Tier 1,Departmental Store,6275.74,27
17.12,Regular,0.111,Soft Drinks,217.03,OUT003,Medium,Tier 1,Departmental Store,5894.91,27
17.82,Low Sugar,0.138,Starchy Foods,171.19,OUT003,Medium,Tier 1,Departmental Store,5115.81,27
13.09,Regular,0.033,Snack Foods,163.18,OUT004,Medium,Tier 2,Supermarket Type2,3882.38,17
13.85,Regular,0.031,Snack Foods,185.48,OUT003,Medium,Tier 1,Departmental Store,5017.66,27
11.43,Regular,0.146,Canned,113.97,OUT001,High,Tier 2,Supermarket Type1,2499.77,39
12.76,Low Sugar,0.03,Fruits and Vegetables,146.66,OUT004,Medium,Tier 2,Supermarket Type2,3470.1,17
16.92,No Sugar,0.006,Health and Hygiene,184.19,OUT003,Medium,Tier 1,Departmental Store,5178.79,27
13.86,Low Sugar,0.03,Dairy,140.61,OUT004,Medium,Tier 2,Supermarket Type2,3593.76,17
13.03,Low Sugar,0.046,Meat,146.2,OUT004,Medium,Tier 2,Supermarket Type2,3521.88,17
11.41,Low Sugar,0.159,Frozen Foods,135.52,OUT004,Medium,Tier 2,Supermarket Type2,2937.68,17
15.17,Low Sugar,0.018,Frozen Foods,194.87,OUT003,Medium,Tier 1,Departmental Store,5001.84,27
10.37,Regular,0.112,Meat,118.19,OUT001,High,Tier 2,Supermarket Type1,2347.68,39
16.4,Low Sugar,0.025,Canned,171.88,OUT001,High,Tier 2,Supermarket Type1,4809.32,39
15.81,No Sugar,0.07,Household,176.48,OUT001,High,Tier 2,Supermarket Type1,4770.49,39
15.04,Low Sugar,0.038,Hard Drinks,178.24,OUT001,High,Tier 2,Supermarket Type1,4631.14,39
13.02,Low Sugar,0.014,Fruits and Vegetables,119.87,OUT004,Medium,Tier 2,Supermarket Type2,2981.44,17
11.38,Low Sugar,0.095,Fruits and Vegetables,122.09,OUT004,Medium,Tier 2,Supermarket Type2,2655.15,17
10.93,No Sugar,0.054,Household,103.23,OUT002,Small,Tier 3,Food Mart,2168.66,28
10.73,Low Sugar,0.054,Meat,148.79,OUT004,Medium,Tier 2,Supermarket Type2,3055.69,17
9.82,No Sugar,0.009,Health and Hygiene,103.11,OUT002,Small,Tier 3,Food Mart,1913.25,28
10.28,No Sugar,0.067,Health and Hygiene,146.56,OUT004,Medium,Tier 2,Supermarket Type2,2907.14,17
15.21,Regular,0.039,Canned,123.72,OUT004,Medium,Tier 2,Supermarket Type2,3553.2,17
13.01,Low Sugar,0.14,Meat,141.23,OUT004,Medium,Tier 2,Supermarket Type2,3415.63,17
12.96,No Sugar,0.064,Household,144.34,OUT004,Medium,Tier 2,Supermarket Type2,3468.12,17
15.26,Low Sugar,0.079,Snack Foods,146.43,OUT001,High,Tier 2,Supermarket Type1,4029.7,39
14.79,Low Sugar,0.067,Soft Drinks,171.69,OUT003,Medium,Tier 1,Departmental Store,4441.22,27
12.25,Low Sugar,0.074,Canned,127.29,OUT004,Medium,Tier 2,Supermarket Type2,4462.82,17
13.34,No Sugar,0.052,Health and Hygiene,170.71,OUT001,High,Tier 2,Supermarket Type1,4093.95,39
10.58,Low Sugar,0.009,Seafood,99.47,OUT002,Small,Tier 3,Food Mart,2012.38,28
11.98,Regular,0.073,Fruits and Vegetables,171.04,OUT004,Medium,Tier 2,Supermarket Type2,3792.49,17
13.17,Low Sugar,0.032,Baking Goods,147.65,OUT004,Medium,Tier 2,Supermarket Type2,3582.18,17
11.99,Low Sugar,0.172,Baking Goods,137.08,OUT004,Medium,Tier 2,Supermarket Type2,3100.78,17
11.69,Low Sugar,0.019,Soft Drinks,122.03,OUT004,Medium,Tier 2,Supermarket Type2,2723.16,17
14.74,Regular,0.051,Fruits and Vegetables,166.51,OUT003,Medium,Tier 1,Departmental Store,4322.85,27
10.48,Regular,0.114,Snack Foods,158.21,OUT004,Medium,Tier 2,Supermarket Type2,3190.93,17
10.96,Low Sugar,0.016,Breads,74.2,OUT002,Small,Tier 3,Food Mart,1581.31,28
13.34,Low Sugar,0.174,Soft Drinks,200.59,OUT001,High,Tier 2,Supermarket Type1,4703.68,39
13.85,Low Sugar,0.146,Dairy,151.4,OUT004,Medium,Tier 2,Supermarket Type2,3812.51,17
13.41,Regular,0.029,Fruits and Vegetables,159.99,OUT004,Medium,Tier 2,Supermarket Type2,2495.13,17
14.06,Low Sugar,0.038,Snack Foods,114.74,OUT004,Medium,Tier 2,Supermarket Type2,3110.9,17
13.2,Regular,0.013,Baking Goods,122.51,OUT004,Medium,Tier 2,Supermarket Type2,3075.7,17
12.73,No Sugar,0.016,Health and Hygiene,112.75,OUT004,Medium,Tier 2,Supermarket Type2,2768.4,17
19.12,Low Sugar,0.025,Snack Foods,185.76,OUT003,Medium,Tier 1,Departmental Store,5706.5,27
13.43,Low Sugar,0.016,Soft Drinks,122.96,OUT004,Medium,Tier 2,Supermarket Type2,3135.81,17
9.12,Low Sugar,0.141,Fruits and Vegetables,160.61,OUT004,Medium,Tier 2,Supermarket Type2,2932.66,17
13.94,Low Sugar,0.185,Fruits and Vegetables,160.21,OUT001,High,Tier 2,Supermarket Type1,4012.84,39
14.74,Low Sugar,0.028,Fruits and Vegetables,173.42,OUT003,Medium,Tier 1,Departmental Store,4465.83,27
14.87,Low Sugar,0.108,Snack Foods,179.56,OUT003,Medium,Tier 1,Departmental Store,5566.83,27
12.81,Regular,0.028,Soft Drinks,124.88,OUT004,Medium,Tier 2,Supermarket Type2,3036.35,17
14.53,Low Sugar,0.089,Snack Foods,125.16,OUT004,Medium,Tier 2,Supermarket Type2,3430.11,17
12.18,No Sugar,0.15,Household,147.22,OUT004,Medium,Tier 2,Supermarket Type2,3778.82,17
10.53,No Sugar,0.019,Household,171.63,OUT004,Medium,Tier 2,Supermarket Type2,3476.82,17
9.38,Regular,0.039,Soft Drinks,115.72,OUT003,Medium,Tier 1,Departmental Store,6697.87,27
9.82,Low Sugar,0.235,Soft Drinks,160.14,OUT004,Medium,Tier 2,Supermarket Type2,3080.29,17
11.87,Low Sugar,0.126,Baking Goods,143.22,OUT004,Medium,Tier 2,Supermarket Type2,3199.52,17
14.35,Low Sugar,0.111,Fruits and Vegetables,136.93,OUT004,Medium,Tier 2,Supermarket Type2,3630.27,17
12.15,Low Sugar,0.04,Meat,160.78,OUT004,Medium,Tier 2,Supermarket Type2,3619.87,17
14.15,No Sugar,0.022,Household,172.94,OUT003,Medium,Tier 1,Departmental Store,4320.69,27
9.73,Low Sugar,0.018,Meat,141.48,OUT004,Medium,Tier 2,Supermarket Type2,2680.13,17
12.24,Low Sugar,0.014,Fruits and Vegetables,154.99,OUT004,Medium,Tier 2,Supermarket Type2,3522.83,17
9.57,No Sugar,0.015,Health and Hygiene,144.1,OUT004,Medium,Tier 2,Supermarket Type2,2696.29,17
10.77,No Sugar,0.191,Others,143.53,OUT004,Medium,Tier 2,Supermarket Type2,2956.85,17
11.09,Low Sugar,0.033,Dairy,118.67,OUT004,Medium,Tier 2,Supermarket Type2,2519.6,17
10.88,Low Sugar,0.05,Fruits and Vegetables,134.83,OUT004,Medium,Tier 2,Supermarket Type2,2802.61,17
7.34,Regular,0.058,Breads,170.06,OUT004,Medium,Tier 2,Supermarket Type2,2723.51,17
12.46,Low Sugar,0.147,Dairy,140.98,OUT004,Medium,Tier 2,Supermarket Type2,3285.89,17
8.35,Regular,0.028,Dairy,84.27,OUT002,Small,Tier 3,Food Mart,1196.06,28
15.39,Regular,0.022,Baking Goods,195.11,OUT003,Medium,Tier 1,Departmental Store,5055.52,27
11.45,Regular,0.118,Fruits and Vegetables,160.96,OUT004,Medium,Tier 2,Supermarket Type2,5091.48,17
15.09,Low Sugar,0.057,Meat,154.83,OUT001,High,Tier 2,Supermarket Type1,4164.61,39
11.69,No Sugar,0.033,Household,205.73,OUT003,Medium,Tier 1,Departmental Store,4436.39,27
12.04,Regular,0.011,Snack Foods,153.42,OUT003,Medium,Tier 1,Departmental Store,6722.57,27
12.28,Regular,0.137,Canned,137.83,OUT004,Medium,Tier 2,Supermarket Type2,3179.9,17
14.08,No Sugar,0.026,Household,123.44,OUT004,Medium,Tier 2,Supermarket Type2,3293.58,17
11.51,Low Sugar,0.171,Fruits and Vegetables,142.49,OUT004,Medium,Tier 2,Supermarket Type2,3102.31,17
12.57,Low Sugar,0.017,Baking Goods,143.12,OUT004,Medium,Tier 2,Supermarket Type2,3353.55,17
13.59,No Sugar,0.089,Health and Hygiene,128.45,OUT004,Medium,Tier 2,Supermarket Type2,3284.47,17
11.65,Regular,0.073,Snack Foods,130.48,OUT003,Medium,Tier 1,Departmental Store,5997.21,27
12.5,No Sugar,0.02,Others,129.71,OUT004,Medium,Tier 2,Supermarket Type2,3064.6,17
11.43,Low Sugar,0.01,Baking Goods,154.31,OUT004,Medium,Tier 2,Supermarket Type2,3326.44,17
9.48,Low Sugar,0.063,Frozen Foods,141.2,OUT004,Medium,Tier 2,Supermarket Type2,2617.46,17
16.53,Regular,0.028,Frozen Foods,196.63,OUT003,Medium,Tier 1,Departmental Store,5343.61,27
16.95,Low Sugar,0.162,Dairy,211.85,OUT003,Medium,Tier 1,Departmental Store,5749.87,27
15.59,Regular,0.104,Snack Foods,149.51,OUT001,High,Tier 2,Supermarket Type1,4167.33,39
10.76,Low Sugar,0.019,Meat,190.45,OUT004,Medium,Tier 2,Supermarket Type2,3914.26,17
10.93,No Sugar,0.025,Household,156.05,OUT004,Medium,Tier 2,Supermarket Type2,3247.83,17
10.17,Regular,0.037,Breads,112.06,OUT002,Small,Tier 3,Food Mart,2177.31,28
13.29,Regular,0.126,Baking Goods,109.69,OUT004,Medium,Tier 2,Supermarket Type2,2832.54,17
10.4,Low Sugar,0.059,Fruits and Vegetables,137.67,OUT004,Medium,Tier 2,Supermarket Type2,2752.13,17
9.61,Low Sugar,0.064,Baking Goods,92.03,OUT002,Small,Tier 3,Food Mart,1639.82,28
18.8,No Sugar,0.06,Health and Hygiene,177.86,OUT003,Medium,Tier 1,Departmental Store,5473.2,27
12.68,Low Sugar,0.077,Meat,144.66,OUT004,Medium,Tier 2,Supermarket Type2,3410.74,17
11.38,Regular,0.14,Dairy,126.15,OUT004,Medium,Tier 2,Supermarket Type2,2738.02,17
10.64,No Sugar,0.034,Health and Hygiene,123.88,OUT004,Medium,Tier 2,Supermarket Type2,2524.16,17
10.82,No Sugar,0.034,Household,117.35,OUT001,High,Tier 2,Supermarket Type1,2431.89,39
9.88,Low Sugar,0.184,Canned,113.71,OUT002,Small,Tier 3,Food Mart,2145.04,28
10.23,No Sugar,0.012,Household,128.13,OUT004,Medium,Tier 2,Supermarket Type2,2517.99,17
8.25,Regular,0.031,Dairy,119.55,OUT002,Small,Tier 3,Food Mart,1894.93,28
10.31,Low Sugar,0.053,Dairy,104.76,OUT002,Small,Tier 3,Food Mart,2059.36,28
11.55,Low Sugar,0.038,Dairy,152.41,OUT004,Medium,Tier 2,Supermarket Type2,3314.91,17
11.05,No Sugar,0.073,Health and Hygiene,140.16,OUT004,Medium,Tier 2,Supermarket Type2,2951.38,17
8.88,Regular,0.021,Canned,156.71,OUT004,Medium,Tier 2,Supermarket Type2,2797.91,17
13.02,Regular,0.027,Fruits and Vegetables,141.9,OUT004,Medium,Tier 2,Supermarket Type2,3431.78,17
13.7,Regular,0.089,Baking Goods,152.91,OUT004,Medium,Tier 2,Supermarket Type2,3809.67,17
13.51,Low Sugar,0.048,Fruits and Vegetables,121.14,OUT004,Medium,Tier 2,Supermarket Type2,3117.68,17
12.8,Regular,0.017,Frozen Foods,160.56,OUT004,Medium,Tier 2,Supermarket Type2,3763.63,17
17.08,Low Sugar,0.076,Meat,173.23,OUT003,Medium,Tier 1,Departmental Store,4988.93,27
14.91,No Sugar,0.011,Household,141.66,OUT004,Medium,Tier 2,Supermarket Type2,3853.24,17
12.64,Low Sugar,0.12,Dairy,175.83,OUT001,High,Tier 2,Supermarket Type1,4038.5,39
11.8,Regular,0.016,Canned,156.64,OUT004,Medium,Tier 2,Supermarket Type2,3456.59,17
8.4,Low Sugar,0.14,Canned,96.48,OUT002,Small,Tier 3,Food Mart,1458.62,28
16.16,Low Sugar,0.042,Frozen Foods,156.21,OUT003,Medium,Tier 1,Departmental Store,4434.06,27
14.35,No Sugar,0.033,Health and Hygiene,172.76,OUT003,Medium,Tier 1,Departmental Store,4363.58,27
12.05,Low Sugar,0.235,Fruits and Vegetables,105.32,OUT001,High,Tier 2,Supermarket Type1,2463.43,39
12.15,Low Sugar,0.16,Canned,164.63,OUT004,Medium,Tier 2,Supermarket Type2,3700.67,17
15.9,Regular,0.172,Fruits and Vegetables,153.75,OUT003,Medium,Tier 1,Departmental Store,4323.7,27
13.49,No Sugar,0.068,Others,176.25,OUT003,Medium,Tier 1,Departmental Store,4240.69,27
15.66,Low Sugar,0.061,Frozen Foods,176.66,OUT001,High,Tier 2,Supermarket Type1,4740.03,39
15.59,Low Sugar,0.139,Baking Goods,158.35,OUT003,Medium,Tier 1,Departmental Store,4348.75,27
11.98,Regular,0.027,Fruits and Vegetables,156.32,OUT004,Medium,Tier 2,Supermarket Type2,3490.6,17
11.09,Regular,0.079,Fruits and Vegetables,116.91,OUT001,High,Tier 2,Supermarket Type1,2482.79,39
12.8,Low Sugar,0.039,Snack Foods,126.13,OUT004,Medium,Tier 2,Supermarket Type2,3058.32,17
15.04,Low Sugar,0.033,Dairy,160.02,OUT003,Medium,Tier 1,Departmental Store,4258.72,27
10.96,Regular,0.076,Hard Drinks,106.63,OUT002,Small,Tier 3,Food Mart,2244.19,28
14.19,No Sugar,0.088,Health and Hygiene,129.3,OUT004,Medium,Tier 2,Supermarket Type2,3438.26,17
13.24,Regular,0.046,Baking Goods,114.53,OUT004,Medium,Tier 2,Supermarket Type2,2919.89,17
15.8,Regular,0.021,Meat,200.97,OUT003,Medium,Tier 1,Departmental Store,5268.78,27
11.13,Low Sugar,0.123,Meat,100.02,OUT002,Small,Tier 3,Food Mart,2147.4,28
12.31,Low Sugar,0.008,Canned,166.58,OUT004,Medium,Tier 2,Supermarket Type2,3775.28,17
10.93,Regular,0.016,Meat,134.65,OUT004,Medium,Tier 2,Supermarket Type2,2811.02,17
9.24,Low Sugar,0.049,Breakfast,140.77,OUT004,Medium,Tier 2,Supermarket Type2,2554.71,17
13.6,Regular,0.029,Baking Goods,172.14,OUT001,High,Tier 2,Supermarket Type1,4180.1,39
10.57,Regular,0.11,Fruits and Vegetables,143.36,OUT004,Medium,Tier 2,Supermarket Type2,2907.64,17
15.46,Low Sugar,0.028,Frozen Foods,197.86,OUT003,Medium,Tier 1,Departmental Store,5127.44,27
12.42,Low Sugar,0.086,Fruits and Vegetables,143.96,OUT004,Medium,Tier 2,Supermarket Type2,3339.0,17
14.78,Low Sugar,0.118,Dairy,158.62,OUT001,High,Tier 2,Supermarket Type1,4170.96,39
11.15,Low Sugar,0.056,Baking Goods,106.33,OUT002,Small,Tier 3,Food Mart,2282.01,28
7.05,Low Sugar,0.038,Fruits and Vegetables,75.66,OUT002,Small,Tier 3,Food Mart,727.24,28
14.31,No Sugar,0.102,Household,173.86,OUT003,Medium,Tier 1,Departmental Store,4376.47,27
14.05,No Sugar,0.03,Health and Hygiene,170.52,OUT003,Medium,Tier 1,Departmental Store,4250.81,27
14.21,Low Sugar,0.025,Snack Foods,175.34,OUT003,Medium,Tier 1,Departmental Store,4384.94,27
15.38,Regular,0.035,Dairy,114.98,OUT004,Medium,Tier 2,Supermarket Type2,3414.22,17
8.5,Low Sugar,0.074,Baking Goods,106.21,OUT002,Small,Tier 3,Food Mart,1678.47,28
8.91,No Sugar,0.025,Household,120.18,OUT002,Small,Tier 3,Food Mart,2056.89,28
12.87,Low Sugar,0.014,Soft Drinks,150.73,OUT004,Medium,Tier 2,Supermarket Type2,3578.6,17
15.06,Low Sugar,0.072,Meat,156.09,OUT001,High,Tier 2,Supermarket Type1,4182.62,39
10.71,Regular,0.03,Meat,150.8,OUT004,Medium,Tier 2,Supermarket Type2,3092.23,17
13.12,No Sugar,0.032,Household,132.45,OUT004,Medium,Tier 2,Supermarket Type2,3260.66,17
13.92,Low Sugar,0.099,Fruits and Vegetables,116.89,OUT004,Medium,Tier 2,Supermarket Type2,3123.19,17
14.92,No Sugar,0.062,Health and Hygiene,165.26,OUT003,Medium,Tier 1,Departmental Store,4339.14,27
14.76,Low Sugar,0.068,Frozen Foods,156.69,OUT001,High,Tier 2,Supermarket Type1,4127.71,39
13.6,Low Sugar,0.094,Baking Goods,157.98,OUT004,Medium,Tier 2,Supermarket Type2,3891.63,17
9.01,Low Sugar,0.084,Fruits and Vegetables,141.69,OUT004,Medium,Tier 2,Supermarket Type2,2520.53,17
12.06,Regular,0.053,Snack Foods,138.78,OUT004,Medium,Tier 2,Supermarket Type2,3150.56,17
15.77,Low Sugar,0.005,Canned,202.59,OUT003,Medium,Tier 1,Departmental Store,5295.06,27
15.36,Low Sugar,0.092,Fruits and Vegetables,194.09,OUT003,Medium,Tier 1,Departmental Store,5028.01,27
13.61,Low Sugar,0.195,Baking Goods,103.32,OUT004,Medium,Tier 2,Supermarket Type2,2775.51,17
14.32,Low Sugar,0.041,Baking Goods,200.93,OUT001,High,Tier 2,Supermarket Type1,4932.32,39
10.81,Regular,0.027,Frozen Foods,166.85,OUT004,Medium,Tier 2,Supermarket Type2,3441.73,17
13.44,Low Sugar,0.064,Breads,176.41,OUT003,Medium,Tier 1,Departmental Store,4233.02,27
